Machine_ID,Temperature,Run_Time,Downtime_Flag
M_945,97.33,466.58,1
M_594,55.35,225.21,1
M_024,79.01,46.6,1
M_751,89.86,224.94,1
M_821,83.72,252.61,1
M_517,83.23,269.05,0
M_668,65.47,333.73,0
M_613,69.8,370.41,1
M_684,71.97,384.99,1
M_480,94.42,234.5,0
M_624,70.04,189.71,1
M_458,103.46,302.31,1
M_499,68.31,50.78,0
M_308,71.14,303.07,0
M_982,62.43,206.1,1
M_447,105.13,358.3,0
M_734,64.58,346.59,1
M_378,77.91,441.29,0
M_726,68.66,323.32,1
M_488,92.51,94.05,0
M_827,93.4,448.57,0
M_660,64.91,63.14,1
M_204,111.48,184.18,0
M_980,58.32,333.94,0
M_485,91.11,29.69,0
M_593,77.2,312.52,0
M_036,93.77,273.56,1
M_869,97.03,148.56,0
M_250,73.7,39.31,1
M_704,81.54,129.97,0
M_416,76.19,221.59,0
M_550,113.26,212.92,0
M_319,60.55,151.05,0
M_237,100.46,137.28,0
M_715,99.75,481.48,1
M_499,60.18,212.29,0
M_192,54.69,148.02,1
M_1000,62.67,88.7,0
M_808,58.68,481.15,0
M_741,90.25,78.71,1
M_028,82.98,231.09,1
M_873,57.34,323.75,1
M_918,107.42,392.22,1
M_066,79.23,200.83,1
M_737,87.65,244.41,1
M_226,105.33,37.23,1
M_990,113.22,165.23,1
M_570,52.32,80.66,0
M_886,71.13,212.83,0
M_474,73.9,233.83,0
M_848,54.78,12.3,1
M_029,77.43,344.1,1
M_445,60.2,455.22,1
M_974,56.62,348.42,1
M_797,57.08,278.92,1
M_110,93.7,11.2,0
M_927,62.37,415.16,1
M_539,90.7,477.73,0
M_671,69.22,58.37,1
M_273,68.01,379.08,1
M_711,115.47,479.88,1
M_107,110.72,349.37,0
M_542,52.2,133.11,1
M_494,54.17,44.79,1
M_007,99.32,105.83,1
M_914,83.16,209.29,1
M_390,83.3,489.46,1
M_863,108.77,275.05,1
M_439,77.41,183.83,1
M_215,54.66,115.38,0
M_163,51.4,261.57,1
M_1000,87.09,79.27,1
M_040,56.9,96.28,1
M_421,92.54,216.23,0
M_903,69.91,424.54,1
M_374,76.09,384.85,1
M_110,54.89,66.68,1
M_912,55.76,437.93,0
M_804,112.73,489.7,0
M_544,117.59,127.23,0
M_314,72.62,448.61,1
M_820,83.15,109.59,0
M_328,50.84,174.55,0
M_717,52.62,282.09,1
M_341,91.8,154.03,1
M_458,114.9,12.18,1
M_743,65.45,410.74,0
M_686,54.25,389.06,1
M_617,58.22,153.57,1
M_004,62.63,360.72,1
M_585,115.34,146.71,0
M_600,67.05,256.85,1
M_221,97.25,89.63,1
M_763,113.54,256.22,0
M_481,70.38,311.73,1
M_408,80.53,275.45,1
M_188,53.27,329.91,0
M_932,60.24,52.33,0
M_210,99.2,99.64,1
M_550,118.35,411.5,1
M_192,85.12,407.33,1
M_605,70.61,75.11,0
M_886,115.81,217.2,0
M_220,108.9,189.52,0
M_078,79.17,340.49,0
M_723,80.7,220.03,1
M_916,61.49,150.09,1
M_500,78.09,401.58,1
M_231,116.05,22.81,1
M_900,51.52,289.85,0
M_099,61.46,3.15,1
M_121,53.28,414.28,0
M_086,100.84,42.84,0
M_775,51.58,246.15,1
M_100,78.83,131.46,0
M_084,79.2,27.2,1
M_392,64.1,22.38,0
M_905,98.02,398.92,0
M_441,110.89,185.0,0
M_112,115.77,247.38,1
M_035,55.0,260.65,1
M_106,96.4,29.86,1
M_235,85.22,56.17,0
M_946,100.13,260.62,0
M_469,97.28,225.87,1
M_971,119.94,199.79,1
M_601,64.53,255.88,1
M_042,114.02,32.12,1
M_575,52.57,259.57,1
M_410,81.0,267.95,1
M_051,108.54,352.27,1
M_976,111.85,80.31,0
M_777,110.03,51.54,1
M_258,110.51,130.75,0
M_734,111.36,366.11,1
M_311,93.39,470.3,1
M_157,89.81,230.13,1
M_259,100.78,387.89,0
M_543,106.53,14.19,1
M_626,118.19,324.36,0
M_190,81.56,194.38,1
M_647,84.85,279.82,0
M_494,104.78,361.62,1
M_680,93.24,140.45,1
M_660,82.02,389.36,1
M_108,66.87,69.8,0
M_283,103.59,97.41,0
M_433,62.12,313.76,1
M_226,55.65,36.36,0
M_853,87.01,453.38,0
M_066,93.76,312.24,0
M_018,55.34,180.43,1
M_761,118.27,81.24,1
M_694,75.88,174.86,0
M_099,89.13,275.97,1
M_178,110.58,280.96,0
M_368,95.31,431.15,0
M_561,89.74,268.6,0
M_589,113.5,268.94,1
M_097,89.7,190.36,1
M_638,65.34,213.67,1
M_531,76.49,219.32,1
M_810,89.27,422.17,1
M_988,92.93,46.62,0
M_184,88.25,9.02,0
M_123,80.24,242.63,1
M_286,91.15,10.01,0
M_639,70.12,246.27,0
M_592,88.65,491.34,0
M_768,51.32,167.55,0
M_957,97.23,477.39,1
M_961,65.78,94.54,0
M_021,92.89,422.75,1
M_029,81.46,40.76,0
M_548,74.47,63.41,0
M_054,65.75,201.44,1
M_465,66.09,134.39,0
M_850,76.43,329.21,1
M_302,67.43,53.06,1
M_446,58.47,333.77,0
M_851,108.43,254.26,1
M_541,114.16,348.38,1
M_219,109.66,192.69,0
M_855,94.23,488.23,1
M_121,88.01,203.15,1
M_986,50.12,335.0,0
M_677,100.06,214.64,1
M_157,104.13,173.96,1
M_600,97.12,225.64,1
M_697,52.14,14.97,0
M_129,82.99,209.42,0
M_024,91.5,418.24,1
M_091,57.24,346.82,0
M_849,110.9,108.68,0
M_384,76.55,344.65,1
M_568,81.79,399.0,0
M_380,116.59,355.16,0
M_102,58.73,160.57,0
M_714,108.2,62.79,0
M_073,116.22,14.32,1
M_443,81.39,11.97,1
M_409,73.72,99.71,0
M_013,114.03,71.27,1
M_945,65.67,481.81,0
M_064,101.3,168.98,1
M_815,119.03,435.39,1
M_743,64.27,452.17,1
M_952,116.49,483.36,0
M_643,107.14,337.22,1
M_691,60.03,326.63,0
M_895,84.49,347.08,1
M_904,65.68,349.55,1
M_800,85.79,374.97,1
M_982,85.61,11.77,1
M_771,56.43,492.49,0
M_697,67.4,463.46,1
M_528,69.5,94.37,0
M_868,107.68,92.45,0
M_160,63.29,265.87,0
M_683,69.89,389.39,1
M_849,115.86,243.52,1
M_491,106.3,127.93,1
M_214,74.21,152.05,1
M_452,102.09,110.75,1
M_446,103.82,105.16,0
M_211,106.69,144.23,1
M_900,101.19,495.49,0
M_133,103.08,389.39,1
M_946,59.14,357.3,1
M_338,85.57,398.44,1
M_015,89.85,418.54,0
M_047,88.32,177.43,1
M_393,114.51,172.98,0
M_727,102.34,204.03,0
M_663,101.37,391.7,1
M_948,75.83,2.19,0
M_244,51.2,374.7,1
M_006,77.23,477.28,1
M_759,113.17,168.19,1
M_256,63.85,247.66,1
M_606,66.27,29.14,0
M_758,118.68,90.5,1
M_461,64.16,334.2,0
M_861,83.46,120.76,1
M_280,77.43,247.82,0
M_623,115.8,261.09,1
M_304,114.52,165.42,0
M_749,60.29,355.13,0
M_611,96.02,425.08,0
M_567,76.98,117.85,0
M_928,107.76,135.29,0
M_840,86.06,216.93,0
M_880,52.26,346.54,0
M_891,57.94,60.74,1
M_204,90.78,436.89,1
M_336,99.29,358.64,0
M_930,65.01,98.29,0
M_074,59.25,385.81,0
M_434,71.25,174.63,1
M_500,85.91,206.56,0
M_793,110.42,194.24,0
M_087,68.69,53.64,1
M_743,109.64,490.36,1
M_084,51.67,134.67,0
M_311,103.78,498.68,1
M_039,72.96,308.15,0
M_105,103.62,431.42,0
M_021,83.25,191.18,1
M_949,61.77,91.05,0
M_685,95.43,65.74,0
M_280,83.19,166.85,1
M_578,105.78,125.76,0
M_854,72.34,488.2,0
M_987,53.95,272.83,0
M_350,67.91,464.49,1
M_596,101.76,89.24,1
M_289,103.65,214.79,1
M_432,53.58,127.28,1
M_292,109.36,427.02,0
M_022,60.14,160.63,1
M_588,60.44,307.87,1
M_558,108.51,147.85,0
M_466,113.0,215.42,1
M_531,101.41,276.9,0
M_589,119.09,254.01,1
M_794,79.92,430.13,1
M_060,63.99,315.37,0
M_369,86.33,472.96,1
M_119,59.88,266.66,0
M_084,61.02,33.88,0
M_317,111.64,365.12,0
M_040,51.24,249.23,1
M_465,95.2,76.39,1
M_920,90.72,419.26,0
M_860,57.77,337.3,1
M_371,67.22,96.52,0
M_708,118.71,433.08,1
M_749,92.48,98.67,1
M_301,99.06,112.83,0
M_382,103.64,138.34,0
M_954,85.62,381.15,1
M_024,91.6,195.9,0
M_172,87.32,263.33,0
M_626,101.19,85.59,0
M_166,103.67,341.31,1
M_550,62.51,22.0,0
M_308,84.49,263.39,1
M_043,69.61,480.39,0
M_113,99.26,462.86,0
M_564,115.86,107.54,0
M_989,65.43,208.1,1
M_565,90.59,12.69,1
M_685,51.27,137.45,1
M_747,54.51,278.4,1
M_035,78.78,478.02,0
M_634,72.35,453.46,0
M_132,119.23,481.31,0
M_938,69.46,37.62,1
M_753,87.54,88.6,1
M_496,57.03,259.98,1
M_461,82.47,22.74,0
M_820,118.25,445.88,1
M_315,103.32,420.31,0
M_766,51.34,202.24,0
M_993,77.21,396.16,0
M_378,56.44,209.18,1
M_001,118.42,73.16,1
M_579,87.25,240.03,1
M_310,75.37,316.76,0
M_421,72.71,9.41,0
M_934,83.28,26.4,1
M_570,111.91,404.38,1
M_580,115.06,95.01,0
M_717,73.47,325.56,0
M_507,70.63,290.44,0
M_657,108.62,143.07,0
M_320,101.1,358.25,1
M_958,86.26,116.96,1
M_085,60.55,63.72,1
M_436,58.95,392.01,0
M_942,76.46,63.32,1
M_460,83.52,95.14,1
M_748,83.91,104.03,1
M_860,114.81,357.98,1
M_1000,61.07,282.41,1
M_578,78.83,86.74,1
M_237,56.15,243.12,1
M_826,64.92,401.26,1
M_572,85.01,406.17,0
M_019,117.72,463.69,0
M_736,71.12,304.55,1
M_635,102.67,317.67,1
M_905,115.53,104.48,1
M_051,62.54,274.21,1
M_699,58.96,171.45,0
M_607,67.47,58.63,1
M_051,60.4,9.21,1
M_580,86.68,206.89,1
M_573,117.28,234.52,0
M_293,101.04,198.53,0
M_242,64.16,435.63,1
M_191,109.5,291.12,0
M_687,51.87,341.63,0
M_918,117.57,117.77,1
M_188,74.29,367.26,0
M_928,76.61,134.82,0
M_148,75.51,176.88,1
M_051,56.14,475.87,0
M_401,69.68,467.81,1
M_289,72.31,300.61,1
M_230,52.79,34.88,1
M_491,107.9,334.9,0
M_435,96.15,438.35,0
M_770,62.66,290.69,1
M_652,53.56,262.27,0
M_471,88.9,470.58,0
M_886,60.48,221.76,0
M_665,119.82,242.28,0
M_268,96.82,110.31,0
M_475,64.85,99.87,0
M_911,75.52,255.73,0
M_860,100.21,375.26,1
M_506,101.9,273.22,1
M_162,65.76,317.22,0
M_967,61.12,354.47,1
M_865,82.34,95.68,1
M_423,116.28,410.18,1
M_443,76.65,109.4,1
M_099,110.36,246.94,0
M_204,116.5,251.93,1
M_970,101.42,231.46,0
M_501,73.88,332.96,1
M_389,97.37,465.99,0
M_973,53.5,338.07,0
M_322,52.26,63.21,1
M_934,65.01,310.76,0
M_105,104.4,173.93,1
M_948,101.04,354.47,1
M_776,72.39,135.94,0
M_428,108.07,489.02,0
M_191,96.55,128.98,0
M_794,72.03,307.6,1
M_310,109.66,323.75,1
M_236,106.76,356.1,0
M_989,88.64,29.64,0
M_780,74.54,13.35,1
M_044,96.09,5.61,1
M_362,92.84,154.63,1
M_926,54.93,450.45,0
M_155,72.91,205.61,1
M_583,97.5,445.92,1
M_392,114.11,276.29,0
M_168,113.17,309.78,1
M_643,69.88,455.72,0
M_660,58.87,3.49,1
M_569,63.63,13.68,1
M_292,76.54,189.1,0
M_137,63.66,28.45,0
M_174,57.06,74.24,1
M_096,58.23,274.04,0
M_739,107.26,357.06,0
M_652,69.45,228.0,1
M_437,50.97,342.14,0
M_603,106.54,348.03,0
M_948,109.63,456.27,1
M_532,103.46,5.22,0
M_890,108.85,413.74,1
M_846,60.89,403.67,0
M_640,109.65,33.84,0
M_905,114.39,453.09,0
M_758,119.93,280.57,0
M_370,58.22,127.66,0
M_266,84.61,293.84,0
M_192,113.87,353.47,1
M_960,65.08,24.25,1
M_976,74.88,335.93,1
M_896,113.72,392.0,1
M_645,72.32,273.96,0
M_106,74.62,246.36,1
M_766,100.96,377.64,1
M_908,73.41,430.73,1
M_664,92.29,343.23,1
M_569,82.35,75.88,1
M_978,84.02,381.96,0
M_819,90.64,472.6,1
M_626,55.03,422.56,1
M_919,72.95,18.32,1
M_616,69.16,146.76,0
M_917,57.69,138.03,1
M_966,54.66,421.83,0
M_864,67.36,267.92,1
M_059,98.49,304.56,0
M_216,55.81,105.68,0
M_933,61.27,174.8,0
M_485,86.2,230.83,1
M_458,111.24,317.54,1
M_361,91.59,404.9,0
M_451,65.56,176.78,1
M_785,71.74,335.89,0
M_308,108.79,119.17,1
M_030,78.44,126.99,0
M_848,113.82,231.06,0
M_924,53.82,413.51,1
M_561,108.2,483.99,1
M_204,103.68,28.2,1
M_703,103.77,67.04,1
M_600,77.86,126.94,0
M_900,106.1,493.81,0
M_025,105.7,486.04,1
M_040,92.84,279.09,1
M_902,78.83,128.75,1
M_042,112.89,2.38,1
M_371,68.02,493.99,0
M_541,118.37,132.42,0
M_533,104.2,255.62,0
M_910,70.71,290.52,1
M_310,52.25,324.59,1
M_779,57.17,35.77,1
M_452,78.46,378.28,1
M_251,108.8,399.64,0
M_696,68.06,98.31,1
M_857,78.99,147.76,1
M_870,116.27,166.29,0
M_028,70.7,248.81,1
M_634,74.63,112.48,0
M_053,115.53,477.05,1
M_442,86.41,25.26,0
M_875,57.42,315.39,1
M_728,112.26,349.28,1
M_964,58.37,379.24,0
M_587,56.88,316.16,1
M_623,93.13,489.69,1
M_726,66.39,377.03,0
M_078,119.86,194.4,0
M_662,113.32,163.66,1
M_170,77.4,205.89,1
M_737,60.25,455.21,0
M_666,67.72,271.53,0
M_347,92.45,360.46,1
M_012,102.87,50.18,1
M_349,74.19,429.23,1
M_380,94.91,120.49,0
M_374,72.62,277.66,1
M_405,101.46,170.15,0
M_565,116.76,173.76,0
M_015,66.05,15.97,0
M_778,67.26,325.89,0
M_347,94.53,280.76,1
M_932,59.0,290.3,1
M_979,105.5,173.85,0
M_444,98.26,409.47,0
M_064,116.33,483.78,1
M_419,88.52,467.21,1
M_811,110.55,45.13,1
M_159,92.06,468.96,1
M_664,72.04,29.58,0
M_861,116.77,94.6,1
M_984,116.0,153.63,1
M_745,92.26,86.04,1
M_830,65.76,161.01,0
M_102,95.28,96.52,1
M_597,84.25,17.01,1
M_126,107.13,5.49,1
M_828,53.54,223.44,0
M_674,86.56,495.91,1
M_100,102.66,218.95,1
M_703,104.84,457.98,1
M_863,88.26,423.5,1
M_687,80.02,277.6,0
M_774,93.03,223.42,1
M_884,109.24,368.74,0
M_002,98.83,402.96,0
M_321,119.21,202.53,0
M_757,63.93,57.33,1
M_153,86.9,142.21,0
M_141,59.8,50.39,0
M_666,95.28,24.07,0
M_468,84.5,264.24,1
M_779,102.61,418.17,1
M_115,57.9,111.02,1
M_366,64.04,481.43,0
M_644,113.94,225.55,0
M_187,118.15,82.73,1
M_986,114.34,123.62,0
M_449,111.47,99.74,0
M_062,108.8,291.06,0
M_795,115.99,396.33,0
M_866,71.0,203.41,1
M_559,56.17,370.41,1
M_977,81.48,348.15,1
M_784,86.34,43.45,1
M_327,96.21,137.66,1
M_803,88.26,330.3,0
M_728,51.07,149.79,0
M_101,73.89,363.87,0
M_315,56.8,495.09,1
M_017,70.79,327.48,1
M_261,116.94,280.44,0
M_027,95.47,266.7,1
M_201,103.35,228.99,0
M_075,92.41,93.55,1
M_924,112.43,121.31,0
M_620,77.4,364.92,1
M_935,99.15,139.73,1
M_886,114.04,5.1,1
M_039,116.67,94.42,1
M_980,76.25,363.41,1
M_528,74.87,65.68,0
M_569,75.39,220.24,1
M_894,81.56,481.89,1
M_959,100.8,24.9,0
M_158,64.36,248.05,0
M_520,86.74,367.98,0
M_209,82.89,241.47,1
M_673,109.48,115.89,0
M_225,71.01,160.63,0
M_811,63.81,428.59,1
M_323,119.44,363.46,0
M_247,64.32,218.8,1
M_640,87.58,173.73,0
M_505,79.23,348.66,0
M_447,67.6,98.34,1
M_787,117.98,485.33,1
M_211,82.16,436.32,0
M_426,56.84,309.91,1
M_696,67.85,165.84,1
M_684,57.64,210.48,1
M_021,115.23,294.99,0
M_375,91.96,138.19,1
M_506,94.87,28.43,1
M_266,57.76,29.5,0
M_439,61.81,77.57,0
M_617,74.03,175.15,1
M_979,107.97,102.35,1
M_007,78.48,441.85,1
M_515,75.75,213.8,1
M_467,108.45,20.81,0
M_690,112.16,101.32,1
M_795,68.93,253.59,1
M_1000,111.75,155.04,1
M_751,53.01,202.43,0
M_467,77.74,238.64,0
M_774,63.79,114.1,0
M_888,73.88,65.28,1
M_384,107.29,448.39,0
M_119,115.6,153.98,0
M_515,93.66,48.15,1
M_443,90.93,424.79,1
M_773,53.92,168.73,1
M_543,105.01,397.6,0
M_829,106.98,76.15,0
M_970,81.49,172.93,0
M_772,89.55,395.24,0
M_439,58.46,162.47,0
M_100,87.23,11.48,0
M_259,113.61,462.98,1
M_375,82.26,354.75,0
M_329,86.02,423.04,1
M_910,67.77,172.59,0
M_811,69.54,356.0,0
M_795,60.02,8.5,1
M_330,118.16,291.66,0
M_655,109.25,256.08,1
M_714,59.06,23.04,1
M_226,96.84,392.45,1
M_641,81.31,409.84,0
M_024,66.88,456.75,0
M_618,69.28,26.09,0
M_001,68.79,12.93,1
M_883,76.16,495.07,1
M_337,73.63,464.3,1
M_073,68.89,447.25,1
M_900,84.39,326.55,0
M_567,56.97,346.54,1
M_383,65.97,82.33,1
M_762,91.54,52.19,1
M_454,93.44,384.12,1
M_823,76.02,45.52,1
M_480,59.16,146.48,0
M_798,111.44,126.1,0
M_421,89.47,261.73,0
M_940,114.27,295.08,1
M_263,93.31,324.26,0
M_795,102.84,488.13,0
M_145,96.99,428.28,0
M_169,101.62,229.5,1
M_050,78.91,16.95,0
M_016,50.21,104.63,1
M_305,61.68,463.98,0
M_575,72.48,135.7,1
M_025,88.04,347.56,0
M_617,51.41,98.5,0
M_718,67.2,368.65,0
M_762,103.76,443.81,0
M_468,109.53,420.94,0
M_521,83.25,272.19,0
M_771,69.35,407.76,0
M_198,90.07,179.81,1
M_215,111.34,293.39,1
M_052,108.69,69.9,1
M_156,93.31,264.9,0
M_626,115.21,152.28,1
M_153,110.53,92.16,1
M_272,62.19,404.09,0
M_897,103.15,82.55,1
M_950,88.36,154.17,0
M_388,99.52,492.85,0
M_407,78.96,116.33,0
M_058,75.98,265.9,1
M_110,84.13,495.09,1
M_866,93.8,308.22,1
M_589,75.56,43.48,1
M_701,92.68,10.51,0
M_082,115.34,332.45,0
M_550,87.41,225.5,0
M_703,67.44,258.23,1
M_380,109.88,175.03,0
M_076,93.64,443.88,0
M_999,60.41,120.14,0
M_220,64.73,462.77,0
M_117,107.02,173.64,1
M_454,53.48,252.46,1
M_967,108.76,312.96,1
M_951,102.07,55.62,0
M_369,102.37,126.32,1
M_534,110.71,211.84,0
M_318,84.09,110.06,0
M_493,68.8,97.46,1
M_875,78.67,134.75,0
M_064,90.05,176.68,1
M_823,119.19,467.97,1
M_829,87.56,367.89,0
M_054,78.07,362.37,0
M_574,109.74,108.65,0
M_279,90.53,483.82,1
M_230,90.08,324.45,0
M_730,97.4,24.8,1
M_678,63.03,208.77,0
M_567,102.9,25.44,1
M_672,69.49,417.94,0
M_913,87.58,25.91,1
M_532,71.28,369.67,1
M_862,112.44,93.49,1
M_560,108.83,299.32,0
M_672,81.1,24.05,1
M_437,99.71,265.87,0
M_196,96.61,263.54,1
M_108,92.89,439.16,0
M_156,107.36,423.06,0
M_611,90.48,189.12,1
M_973,77.97,345.19,0
M_787,103.47,457.12,0
M_252,63.78,80.17,1
M_220,111.22,45.92,0
M_097,104.98,205.84,1
M_061,111.52,320.36,1
M_947,60.04,283.49,0
M_358,53.56,15.94,1
M_819,83.61,462.39,1
M_016,81.65,413.24,0
M_674,50.3,119.05,0
M_192,103.8,236.49,0
M_075,111.7,71.72,0
M_837,105.38,133.48,1
M_231,105.0,141.74,1
M_587,119.18,211.25,0
M_763,95.24,478.3,1
M_617,109.65,302.66,0
M_490,73.49,19.44,0
M_021,95.6,378.84,1
M_734,72.98,473.48,0
M_384,108.19,199.04,1
M_768,117.48,194.74,1
M_612,78.94,145.94,0
M_147,113.96,253.64,0
M_194,87.81,275.73,1
M_636,68.47,459.46,0
M_085,54.38,300.86,0
M_125,90.62,289.99,1
M_401,69.69,63.13,1
M_499,114.84,440.42,1
M_996,105.59,178.91,0
M_564,105.3,45.18,1
M_742,62.96,327.33,1
M_735,79.87,9.69,1
M_745,117.12,341.63,0
M_636,54.41,114.31,1
M_633,60.19,134.97,1
M_770,91.35,93.88,0
M_060,53.66,51.19,1
M_601,70.3,36.27,1
M_072,112.02,418.12,1
M_964,82.97,124.46,0
M_122,52.78,210.07,0
M_360,71.95,343.46,0
M_926,112.78,436.69,1
M_222,76.46,190.95,1
M_356,60.96,175.19,0
M_387,83.84,11.89,0
M_519,75.41,30.57,1
M_602,112.11,84.44,0
M_568,116.2,354.61,1
M_446,119.17,317.93,1
M_999,65.08,455.72,1
M_260,56.79,260.3,0
M_550,91.5,56.17,1
M_954,80.42,190.14,0
M_680,110.66,161.28,1
M_961,52.01,373.3,1
M_040,80.17,427.81,0
M_274,58.37,210.0,0
M_699,50.48,28.69,1
M_565,99.6,238.17,1
M_253,54.97,285.46,1
M_214,111.85,266.14,0
M_722,95.37,273.08,1
M_429,112.71,465.71,0
M_898,81.39,249.49,1
M_014,76.85,122.62,0
M_672,51.03,27.25,1
M_679,71.04,322.47,1
M_533,104.63,77.65,0
M_280,90.2,88.8,1
M_502,110.05,421.89,0
M_309,96.86,375.1,1
M_175,70.26,366.22,1
M_922,97.49,322.57,0
M_779,75.62,444.3,0
M_702,70.38,442.95,0
M_507,119.29,54.27,0
M_906,79.27,240.62,0
M_856,109.22,236.31,0
M_963,60.04,4.63,1
M_801,57.94,331.59,1
M_474,117.15,409.51,1
M_994,105.91,212.75,1
M_573,93.55,103.82,0
M_424,78.85,319.73,1
M_724,55.86,391.91,0
M_513,110.36,299.51,1
M_889,78.21,229.27,1
M_989,66.57,302.85,0
M_930,50.28,220.03,0
M_696,66.44,42.95,0
M_277,105.79,416.36,1
M_646,106.58,365.08,0
M_057,106.77,455.27,1
M_492,64.59,334.93,0
M_701,95.45,33.19,1
M_426,99.17,261.21,0
M_576,89.0,48.7,1
M_570,89.27,61.22,1
M_095,58.05,157.88,1
M_956,51.73,382.25,1
M_873,116.07,360.64,1
M_343,106.49,32.85,0
M_505,116.33,440.45,1
M_816,99.29,197.38,1
M_630,54.57,86.48,1
M_851,93.59,48.77,0
M_531,100.57,261.67,1
M_527,110.23,142.03,1
M_456,88.96,54.19,0
M_313,62.96,454.52,0
M_473,69.65,432.18,0
M_275,96.07,235.52,1
M_281,54.52,160.69,0
M_200,90.22,271.07,1
M_153,110.79,386.15,0
M_784,102.36,63.31,1
M_766,90.27,367.67,0
M_131,70.73,257.77,0
M_316,58.7,279.61,1
M_997,51.71,77.43,0
M_033,108.57,179.73,0
M_618,93.83,385.21,0
M_354,67.58,393.27,0
M_129,110.74,393.33,1
M_087,108.71,43.1,1
M_519,105.5,469.16,0
M_729,65.71,108.23,0
M_535,106.18,497.74,0
M_340,58.66,29.37,0
M_520,99.58,104.6,0
M_353,108.88,439.99,1
M_961,87.12,421.52,0
M_552,86.31,161.33,0
M_493,119.34,136.72,0
M_344,82.71,111.23,1
M_712,72.78,116.87,1
M_452,58.63,325.46,0
M_123,72.71,66.02,0
M_465,100.03,283.11,0
M_746,98.37,488.16,0
M_250,65.57,470.8,1
M_139,99.8,85.4,0
M_869,60.87,469.53,0
M_339,65.79,88.1,1
M_602,93.68,54.54,1
M_702,99.29,61.46,0
M_936,79.51,79.95,0
M_094,101.02,278.27,1
M_455,55.62,42.72,0
M_180,106.54,103.38,0
M_610,113.1,496.09,0
M_629,111.72,58.96,0
M_584,89.83,362.4,0
M_836,70.05,319.15,1
M_318,86.13,382.94,0
M_215,75.66,347.11,1
M_950,110.11,437.26,0
M_296,82.22,351.93,0
M_333,65.29,307.95,1
M_263,97.64,96.65,0
M_110,111.2,408.07,1
M_089,116.8,2.79,0
M_369,98.33,470.44,1
M_952,65.68,216.32,1
M_336,77.61,439.51,1
M_622,75.25,297.83,0
M_270,100.45,210.23,0
M_457,54.45,294.98,0
M_792,100.48,210.75,0
M_658,67.35,146.77,1
M_047,111.7,250.83,1
M_272,83.85,82.68,1
M_236,57.0,209.57,1
M_509,79.2,416.9,0
M_409,60.36,102.71,0
M_888,110.8,293.58,1
M_770,53.94,279.0,0
M_142,56.72,394.27,1
M_574,52.1,184.74,1
M_434,89.36,354.07,0
M_817,99.73,5.08,0
M_571,103.55,120.76,0
M_573,97.39,131.96,0
M_721,114.13,319.41,1
M_575,116.02,179.23,0
M_534,108.56,383.27,0
M_665,63.51,372.14,0
M_823,58.08,446.94,1
M_219,84.4,63.15,1
M_150,56.15,443.64,1
M_679,85.58,126.17,0
M_909,99.84,88.01,0
M_035,68.52,317.01,1
M_871,69.41,55.08,1
M_468,103.42,232.57,0
M_355,100.94,330.98,1
M_251,52.11,259.35,1
M_694,84.61,449.91,0
M_702,78.28,286.93,1
M_654,92.99,269.66,1
M_878,113.0,351.94,1
M_609,68.97,365.24,0
M_233,109.13,129.86,0
M_700,57.98,415.34,1
M_447,97.51,185.46,1
M_665,72.0,382.75,0
M_189,103.53,488.93,0
M_323,83.31,100.42,1
M_425,74.38,172.47,0
M_240,76.42,211.2,0
M_487,91.61,405.0,1
M_023,113.48,250.33,0
M_543,74.18,236.67,1
M_944,112.74,449.16,1
M_500,105.45,489.36,0
M_259,113.59,198.88,1
M_114,114.49,367.63,1
M_491,110.9,90.71,1
M_691,115.19,229.23,0
M_049,97.56,315.09,0
M_969,97.85,297.98,1
M_748,88.1,378.32,1
M_635,74.22,1.75,1
M_411,112.6,457.84,1
M_705,73.42,125.02,0
M_134,62.2,496.67,1
M_929,61.26,201.8,1
M_499,100.88,237.18,1
M_229,53.33,76.46,0
M_840,64.26,142.32,1
M_238,64.57,338.48,0
M_170,118.33,322.98,1
M_657,53.05,31.91,0
M_070,51.13,253.14,0
M_754,50.31,328.42,0
M_312,52.71,358.59,1
M_969,118.4,364.23,0
M_926,78.18,249.38,1
M_979,112.84,204.43,1
M_270,117.55,390.1,0
M_922,57.55,340.98,1
M_035,98.29,127.87,1
M_802,110.15,330.86,1
M_602,64.4,28.71,0
M_175,54.6,58.12,0
M_993,118.13,24.44,1
M_653,109.0,408.82,0
M_716,115.87,149.8,1
M_257,73.79,326.38,1
M_856,88.53,112.52,1
M_911,86.85,249.83,0
M_626,110.54,87.58,1
M_125,103.41,355.35,1
M_107,91.66,266.81,0
M_622,57.53,260.37,1
M_504,105.01,237.12,1
M_384,59.96,150.36,0
M_013,107.89,331.96,1
M_647,55.85,354.9,1
M_628,108.69,203.61,0
M_554,92.98,49.47,0
M_606,111.74,61.16,0
M_562,109.74,135.8,0
M_379,82.97,53.39,0
M_400,111.63,328.48,0
M_352,59.67,239.52,1
M_342,51.5,192.03,0
M_328,60.18,426.93,0
M_007,75.8,68.03,1
M_781,84.84,482.89,1
M_119,81.97,378.25,0
M_291,50.33,87.64,0
M_593,89.31,348.23,0
M_760,65.01,381.7,0
M_319,112.32,200.16,0
M_784,113.34,354.2,0
M_086,114.69,189.92,0
M_566,79.9,347.11,1
M_186,62.84,228.29,1
M_239,51.81,375.75,0
M_505,51.51,166.94,0
M_311,89.49,295.81,0
M_373,54.81,132.16,1
